Esum_keV,pdf_per_keV,rate_per_tonne_year_keV_w136eq1,rate_per_tonne_year_keV_natural_LXe,rate_per_tonne_year_keV_w136eq0p90
68.0,7.087289106338347e-05,100.54398640909878,9.218460400228714,90.4895877681889
69.0,7.202333909218547e-05,102.17607209428404,9.368099556144447,91.95846488485563
70.0,7.317671618738077e-05,103.81231310610012,9.518119696695507,93.4310817954901
71.0,7.433301279941377e-05,105.4526958970485,9.668519579768034,94.90742630734364
72.0,7.549221934318382e-05,107.09720686920456,9.819297958624816,96.38748618228408
73.0,7.665432619820511e-05,108.74583237444443,9.970453581926076,97.87124913699998
74.0,7.78193237087666e-05,110.39855871467192,10.121985193750286,99.35870284320472
75.0,7.89872021840919e-05,112.05537214204533,10.273891533614952,100.84983492784079
76.0,8.015795189849934e-05,113.71625885920443,10.426171336497438,102.34463297328398
77.0,8.133156309156183e-05,115.38120501949739,10.578823332855766,103.84308451754764
78.0,8.250802596826744e-05,117.05019672720847,10.73184624864949,105.34517705448762
79.0,8.368733069917932e-05,118.72322003778497,10.885238805360503,106.85089803400646
80.0,8.486946742059616e-05,120.40026095806483,11.038999720013912,108.36023486225834
81.0,8.605442623471235e-05,122.08130544650386,11.193127705198867,109.87317490185346
82.0,8.724219720977877e-05,123.7663394134038,11.347621469089471,111.38970547206341
83.0,8.843277038026301e-05,125.45534872113967,11.502479715465624,112.9098138490257
84.0,8.962613574700989e-05,127.14831918438747,11.657701143733904,114.43348726594871
85.0,9.082228327740242e-05,128.84523657035254,11.813284448948496,115.96071291331728
86.0,9.202120290552218e-05,130.54608659899705,11.969228321832059,117.49147793909734
87.0,9.322288453231032e-05,132.25085494326845,12.125531448796668,119.02576944894159
88.0,9.442731802572821e-05,133.9595272293273,12.282192511964702,120.56357450639456
89.0,9.563449322091845e-05,135.6720890367758,12.439210189189797,122.1048801330982
90.0,9.684439992036548e-05,137.38852589888555,12.596583154077726,123.64967330899698
91.0,9.80570278940571e-05,139.1088233028267,12.754310076007416,125.19794097254402
92.0,9.927236687964515e-05,140.83296668989595,12.912389620151847,126.74967002090635
93.0,0.00010049040658260677,142.5609414557453,13.070820447499022,128.30484731017077
94.0,0.00010171113667640547,144.29273295061049,13.229601214872922,129.86345965554943
95.0,0.00010293454680265249,146.02832647954,13.38873057495449,131.42549383158598
96.0,0.00010416062657126763,147.76770730262317,13.548207176302558,132.99093657236082
97.0,0.00010538936556064124,149.51086063522,13.708029663374909,134.559774571698
98.0,0.00010662075331779511,151.25777164818948,13.868196676549205,136.1319944833705
99.0,0.00010785477935854408,153.00842546811867,14.028706852144014,137.7075829213068
100.0,0.00010909143316765726,154.76280717755165,14.189558822439771,139.28652645979648
101.0,0.00011033070419901999,156.5209018152191,14.350751215699853,140.86881163369716
102.0,0.00011157258187579498,158.28269437626702,14.512282656191534,142.4544249386403
103.0,0.00011281705559058383,160.04816981248575,14.674151764206991,144.04335283123717
104.0,0.00011406411470558914,161.8173130325401,14.836357156084397,145.6355817292861
105.0,0.00011531374855277593,163.59010890219827,14.998897444228907,147.23109801197842
106.0,0.00011656594643403326,165.36654224456103,15.161771237133692,148.82988802010493
107.0,0.00011782069762133613,167.14659784029163,15.32497713940099,150.43193805626245
108.0,0.00011907799135690725,168.93026042784507,15.48851375176315,152.03723438506054
109.0,0.00012033781685337896,170.71751470369796,15.652379671103686,153.64576323332815
110.0,0.00012160016329395475,172.50834532257758,15.816573490478294,155.2575107903198
111.0,0.00012286501983257162,174.30273689769223,15.981093799135975,156.872463207923
112.0,0.0001241323755940619,176.10067400096085,16.145939182540065,158.49060660086474
113.0,0.00012540221967431502,177.90214116324242,16.311108222389297,160.11192704691817
114.0,0.00012667454114043963,179.70712287456604,16.476599496638872,161.73641058710942
115.0,0.00012794932903092594,181.51560358436114,16.642411579521585,163.364043225925
116.0,0.00012922657235580695,183.32756770168635,16.80854304156879,164.9948109315177
117.0,0.00013050626009682156,185.1429995954607,16.974992449631614,166.62869963591461
118.0,0.00013178838120757615,186.9618835946931,17.14175836690199,168.26569523522377
119.0,0.00013307292461370662,188.78420398871194,17.308839352933706,169.90578358984072
120.0,0.00013435987921304096,190.60994502739592,17.47623396366358,171.5489505246563
121.0,0.00013564923387576115,192.4390909214037,17.643940751432496,173.1951818292633
122.0,0.00013694097744456544,194.27162584240398,17.81195826500652,174.84446325816356
123.0,0.00013823509873483043,196.10753392330562,17.98028504959799,176.49678053097506
124.0,0.00013953158653477382,197.94679925848848,18.148919646886664,178.15211933263961
125.0,0.00014083042960561616,199.78940590403272,18.31786059504078,179.8104653136294
126.0,0.00014213161668174347,201.63533787794975,18.487106428738205,181.47180409015476
127.0,0.0001434351364708694,203.48457916041218,18.656655679187512,183.13612124437094
128.0,0.0001447409776541978,205.33711369398426,18.826506874149135,184.80340232458582
129.0,0.00014604912888658433,207.19292538385156,18.996658537956396,186.47363284546637
130.0,0.0001473595787966999,209.05199809805237,19.16710919153676,188.1467982882471
131.0,0.00014867231598719222,210.9143156677073,19.33785735243284,189.82288410093656
132.0,0.00014998732903484866,212.77986188725,19.50890153482359,191.50187569852497
133.0,0.00015130460649075825,214.64862051465718,19.680240249545363,193.18375846319142
134.0,0.00015262413688047437,216.5205752716793,19.8518720041131,194.86851774451134
135.0,0.00015394590870417718,218.39570984407104,20.02379530274142,196.55613885966392
136.0,0.0001552699104368354,220.2740078818209,20.19600864636569,198.24660709363877
137.0,0.00015659613052836996,222.15545299938313,20.368510532663304,199.9399076994448
138.0,0.00015792455740381518,224.04002877590668,20.541299456074647,201.636025898316
139.0,0.00015925517946348207,225.92771875546669,20.714373907824328,203.33494687991998
140.0,0.00016058798508312018,227.818506447294,20.887732375942246,205.03665580256458
141.0,0.00016192296261408057,229.71237532600665,21.061373345284775,206.74113779340595
142.0,0.00016326010038347782,231.60930883183946,21.23529529755585,208.4483779486555
143.0,0.0001645993866943521,233.509290370874,21.40949671132803,210.1583613337866
144.0,0.00016594080982583297,235.4123033152711,21.58397606206381,211.87107298374394
145.0,0.00016728435803330032,237.31833100349894,21.75873182213658,213.58649790314902
146.0,0.0001686300195485477,239.22735674056503,21.93376246085182,215.3046210665085
147.0,0.00016997778257994418,241.13936379824557,22.109066444468198,217.025427418421
148.0,0.0001713276353125976,243.0543354153172,22.284642236218776,218.74890187378548
149.0,0.00017267956590851535,244.97225479778513,22.460488296331942,220.4750293180066
150.0,0.0001740335625067688,246.89310511911617,22.636603082052773,222.20379460720451
151.0,0.0001753896132236542,248.81686952046732,22.812985047664,223.93518256842054
152.0,0.0001767477061528557,250.74353111091676,22.98963264450717,225.66917799982505
153.0,0.00017810782936560746,252.67307296769403,23.166544321003773,227.40576567092458
154.0,0.00017946997091085635,254.60547813641065,23.343718522676358,229.14493032276957
155.0,0.00018083411881542356,256.5407296312896,23.521153692169605,230.8866566681606
156.0,0.0001822002610841675,258.47881043539627,23.698848269271473,232.63092939185663
157.0,0.0001835683857001464,260.41970350086916,23.876800690934367,234.3777331507822
158.0,0.00018493848062477966,262.3633917491488,24.055009391296124,236.1270525742339
159.0,0.00018631053379801094,264.30985807120913,24.23347280170123,237.8788722640882
160.0,0.0001876845331384699,266.2590853277869,24.41218935072183,239.6331767950082
161.0,0.00018906046654363473,268.2110563496124,24.591157464178927,241.38995071465112
162.0,0.000190438321889994,270.1657539376388,24.770375565163363,243.14917854387485
163.0,0.00019181808703320913,272.12316086327274,24.949842074057003,244.91084477694542
164.0,0.0001931997498082767,274.0832598686049,25.129555408553824,246.67493388174438
165.0,0.00019458329802969,276.04603366663866,25.30951398368093,248.44143029997477
166.0,0.0001959687194916018,278.01146494152147,25.48971621181974,250.21031844736927
167.0,0.0001973560019679858,279.9795363487735,25.670160502726965,251.9815827138961
168.0,0.00019874513321279917,281.95023051551857,25.850845263555758,253.75520746396668
169.0,0.000200136100960144,283.92353004071305,26.031768898876717,255.5311770366417
170.0,0.00020152889292442987,285.8994174953764,26.21292981069903,257.3094757458387
171.0,0.00020292349680053567,287.8778754228208,26.394326398491522,259.0900878805387
172.0,0.00020431990026397096,289.85888633888027,26.575957059203642,260.87299770499226
173.0,0.00020571809097103894,291.8424327321415,26.75782018728666,262.6581894589273
174.0,0.00020711805655899713,293.8284970641721,26.939914174714573,264.44564735775486
175.0,0.00020851978464621942,295.81706176975024,27.12223741100517,266.2353555927752
176.0,0.0002099232628323587,297.8081092570957,27.3047882832412,268.0272983313861
177.0,0.00021132847869850758,299.8016219080974,27.487565176091266,269.82145971728767
178.0,0.00021273541980736064,301.79758207854417,27.670566471830938,271.61782387068973
179.0,0.00021414407370337577,303.79597209835305,27.853790550363733,273.41637488851774
180.0,0.00021555442791293609,305.79677427179945,28.037235789242164,275.2170968446195
181.0,0.00021696646994451128,307.79997087774575,28.22090056368876,277.0199737899712
182.0,0.00021838018728881868,309.80554416986996,28.40478324661698,278.82498975288297
183.0,0.0002197955674189858,311.81347637689623,28.588882208652368,280.63212873920656
184.0,0.00022121259779071096,313.82374970282274,28.773195818153457,282.44137473254045
185.0,0.00022263126584242472,315.83634632715075,28.957722441232754,284.2527116944356
186.0,0.00022405155899545148,317.8512484051138,29.142460441777754,286.0661235646023
187.0,0.0002254734646541708,319.86843806790654,29.327408181471945,287.8815942611159
188.0,0.00022689697020617772,321.8878974229124,29.512564019815628,289.6991076806211
189.0,0.00022832206302244524,323.90960855393377,29.697926314147093,291.51864769854035
190.0,0.00022974873045748475,325.9335535214197,29.88349341966344,293.3401981692777
191.0,0.00023117695984950723,327.9597143626948,30.069263689441588,295.1637429264253
192.0,0.00023260673852058383,329.98807309218677,30.25523547445913,296.98926578296806
193.0,0.0002340380537768075,332.0186117016557,30.441407123615377,298.81675053149013
194.0,0.00023547089290845377,334.05131216042247,30.62777698375226,300.6461809443802
195.0,0.00023690524319014034,336.08615641559487,30.81434339967509,302.47754077403533
196.0,0.00023834109188099008,338.12312639229873,31.001104714173756,304.3108137530688
197.0,0.00023977842622478984,340.16220399390374,31.188059268043403,306.1459835945133
198.0,0.00024121723345015198,342.20337110225194,31.375205400105404,307.9830339920267
199.0,0.00024265750077067476,344.24660957788575,31.562541447228256,309.82194862009715
200.0,0.00024409921538510272,346.2919012602754,31.750065744348426,311.66271113424784
201.0,0.00024554236447748765,348.339227968047,31.93777662449128,313.5053051712423
202.0,0.0002469869352173477,350.3885714992087,32.12567241879181,315.3497143492878
203.0,0.0002484329147598294,352.4399136313801,32.313751456515654,317.19592226824204
204.0,0.00024988029024586663,354.49323612201823,32.502012065079846,319.0439125098164
205.0,0.0002513290488023415,356.54852070864536,32.69045257007367,320.8936686377808
206.0,0.00025277917754224405,358.6057491090758,32.879071295279466,322.7451741981682
207.0,0.0002542306635648326,360.6649030216434,33.06786656269352,324.59841271947903
208.0,0.0002556834939557928,362.7259641254269,33.25683669254666,326.4533677128842
209.0,0.0002571376557873991,364.78891408047946,33.44598000332537,328.3100226724315
210.0,0.00025859313611867324,366.85373452805317,33.6352948117923,330.16836107524784
211.0,0.0002600499219955444,368.9204070908263,33.82477943300719,332.02836638174364
212.0,0.0002615080004510092,370.98891337313023,34.01443218034761,333.8900220358172
213.0,0.00026296735850529074,373.0592349611753,34.20425136552968,335.7533114650578
214.0,0.0002644279831659978,375.13135342327655,34.39423529862878,337.61821808094885
