0.28296198563807673, 9.95308921954151e+26
0.20678465155229553, 8.446487307005353e+26
0.39965669121320513, 1.1608514274829894e+27
0.5124713633956137, 1.3032958507716535e+27
0.6252984123934011, 1.459096718586999e+27
0.7732302354120377, 1.62283753240846e+27
0.9481558927729483, 1.799896685613192e+27
1.1635629044355942, 1.9921534690036636e+27
1.4329182456793608, 2.212359607065901e+27
1.7293017179625658, 2.4309434011746336e+27
2.0257545754228956, 2.6292073745332254e+27
2.3222486889344904, 2.817023610467332e+27
2.6187784326721766, 2.993841056309572e+27
2.915338180810783, 3.160068937871704e+27
3.211924182800194, 3.3156237581609085e+27
3.5085308128152364, 3.4625157241251753e+27
3.8051449439305096, 3.609737795997888e+27
4.101783453621529, 3.7423644610618334e+27
4.398425713862665, 3.8765482983873804e+27
4.695075475204028, 4.0086829541575336e+27
4.9917346129206805, 4.136470755884394e+27
5.28840312701262, 4.259218754052832e+27
5.5850791422047905, 4.3781166122316946e+27
5.881760783222131, 4.494565844043196e+27
6.178448050064647, 4.608198864384639e+27
6.475144693282447, 4.7146169895754224e+27
6.77184133650025, 4.823492651366166e+27
7.068543605543223, 4.928557966811168e+27
7.365249625136313, 5.031608151159175e+27
7.661957520004458, 5.13461757435049e+27
7.9586710406977765, 5.233020513539268e+27
8.255386436666152, 5.331029910458035e+27
8.552082954865618, 5.454295966068193e+27
8.848826604978193, 5.520777215812576e+27
9.1455495020468, 5.614567341567589e+27
9.44226864856529, 5.714834695394308e+27
9.746118841035658, 5.902415975467767e+27
10.035584908822065, 6.087790142260995e+27
10.332397958994902, 6.065276288229054e+27
10.629199617615923, 6.058557977490946e+27
10.925937516884987, 6.140448926936323e+27
11.222675416154054, 6.223446761489672e+27
11.519413315423119, 6.307566442445866e+27
11.802670424886541, 6.378305172452229e+27
